4,Cavani incident shows players need more education: Man Utd manager Solskjaer,"Talking about striker Edinson Cavani's social media post in which he used the term 'negrito', Manchester United manager Ole Gunnar Solskjaer said that the term is used in a ""different affection"" in Uruguay than in England. ""All players coming from different cultures should be educated and Edinson has learnt the hard way,"" he stated."
3,Scientists develop stretchable 'skin' sensor to give robots human sensation,"Cornell scientists have developed a new form of stretchable ""skin"" sensor that uses fiber optics to provide a sense of touch. This sensor could give soft robotic systems, or anyone using AR, the ability to feel tactile sensations like humans. Scientists designed a 3D-printed, Bluetooth-equipped glove, that is powered by a lithium battery, with a sensor running along each finger."
5,"Bitcoin hits new high at over $19,860, surges over 150% in 2020","Cryptocurrency Bitcoin on Monday briefly surged to record a new all-time high at more than $19,860 after three years. Bitcoin's previous record of $19,665 was set in December 2017. The virtual currency fell as low as $3,136 within 12 months of hitting the previous record. The latest development pushes this year's Bitcoin surge to more than 150%."
5,Streaming platform Quibi plans to sell content catalogue to Roku: WSJ,"US-based mobile-focused streaming platform Quibi is in advanced talks to sell its content catalogue to video-streaming device maker Roku, the Wall Street Journal reported. Under the terms discussed, Roku would acquire rights to Quibi's library. Earlier in October, Quibi had announced its closure, six months after launch. Founded by Jeffrey Katzenberg, Quibi was launched on April 6."
0,Tesla to raise $5 billion as market cap crosses $600 billion,"Elon Musk-led Tesla on Tuesday announced that it will be raising $5 billion, marking its second capital raise in the last three months. The additional shares will be sold ""from time to time"" and ""at-the-market"" prices. Its shares are up nearly 670% this year with its market capitalisation crossing $600 billion. Tesla will join S&P 500 index later this month."
4,I missed Jasprit Bumrah in Brisbane Test: Mohammed Siraj,"After taking his Test career's first five-wicket haul on the fourth day of the Brisbane Test, India pacer Mohammed Siraj said, ""I missed Jasprit Bumrah and in his absence...I had to step up to the occasion."" Siraj added, ""My aim was to build pressure on batsmen."" He further said, ""I'd like to thank Ajinkya Rahane for showing trust in me."""
5,Facebook-backed cryptocurrency Libra renamed as Diem,"Facebook-backed cryptocurrency Libra has been rebranded as Diem in an effort to reinforce the organisation's independence and to gain regulatory approval. ""The original name was tied to an early iteration of the project that received a difficult reception from regulators,"" Diem Association CEO Stuart Levey told Reuters. Diem aims to initially launch a single dollar-backed digital coin, he added."
6,Our campaign against Pak PM Imran Khan is a jihad: PDM chief,"Pakistan Democratic Movement (PDM) chief Maulana Fazl-ur-Rehman said that its campaign against PM Imran Khan-led government is a jihad. He said that the jihad would continue till ""rulers stopped oppressing the poor"". Addressing a public rally, Rehman claimed that the nation is ready to offer any sacrifice for this cause."
5,As promised: Elon Musk on Tesla's India entry,"Elon Musk has tweeted ""as promised"" in response to a news article about Tesla's entry into India. His response came after it was revealed that Tesla registered a new Indian subsidiary in Bengaluru and named its three directors. Last year, Elon Musk tweeted, ""Next year for sure,"" in response to a user enquiring about Tesla's India entry."
3,Scientists accidentally discover new organ in human throat,"While studying prostate cancer and examining a new combination of CT and PET scans, researchers at the Netherlands Cancer Institute discovered a new set of salivary glands, about 3.81 cm in length, in human throat. The new glands, named tubarial salivary glands, are believed to lubricate and moisten the area of the throat behind the nose and mouth."
6,Russia to help Armenia if clashes with Azerbaijan reach its territory,"Russia has said that it will provide necessary assistance to Armenia in its conflict with Azerbaijan over Nagorno-Karabakh ""if clashes take place directly on the territory of Armenia"". This comes after Armenian PM Nikol Pashinyan formally asked Russian President Vladimir Putin to begin ""urgent"" consultations to provide security. On Friday, Armenia and Azerbaijan agreed not to target civilians."
4,"Pucovski won't play Gabba Test due to injury, Harris named replacement","Australia opener Will Pucovski has been ruled out of the fourth and final Test against India at the Gabba with a shoulder injury. Marcus Harris will be replacing Pucovski in the playing XI. ""He tried to train this morning, did not quite come up. He will have a bit of work to do,"" captain Tim Paine said on Thursday."
4,I'd rather be in bio-bubble playing cricket than sit at home: Stokes,"Talking about life in bio-bubble, RR all-rounder Ben Stokes said that it's ""challenging"" but he'd rather be in bio-bubble playing cricket than sit at home. ""Being away from the family, being in the same place for a long time, it can get a bit monotonous...[but]...it's a responsibility...as professional cricketers...to keep the game going on the TV screens,"" he added."
6,Moderna COVID-19 vaccine overwhelmingly approved: Trump,"US President Donald Trump on Friday announced that Moderna's vaccine against coronavirus has been ""overwhelmingly approved"" and its distribution will start immediately. This comes after a recommendation by an expert panel on Thursday to grant emergency use approval for the vaccine in the US. Earlier, the US' Food and Drug Administration authorised the use of Pfizer-BioNTech COVID-19 vaccine."
6,Gabbard introduces bill to ban trans athletes from women's sports,"US lawmaker Tulsi Gabbard introduced a bill into the House of Representatives that would stop the federal funding of schools if they permit transgender girls and women and non-binary people to compete in women's sports. Gabbard said the bill ensures ""equality & a level playing field for girls & women competing in sports"". Transgender activists termed the bill as ""transphobic""."
3,"Scientists digitally rebuild dinosaur's brain, learn about its diet","The University of Bristol's scientists have ""rebuilt"" the brain of a Thecodontosaurus, that roamed England some 205 million years ago, using advanced imaging and 3D modelling techniques. They said unlike its plant-eating relatives, Thecodontosaurus may have eaten meat and could have walked on two legs. Experts also reconstructed its inner ears and estimated that it had a high hearing frequency."
4,India vs Australia women's ODI series postponed due to COVID-19,"A three-match ODI series between Australia and India women's teams has been postponed till ""next season"" due to the ""impact of global pandemic"", Cricket Australia (CA) said on Thursday.  New COVID-19 outbreaks have been reported in Sydney which has led to travel restrictions in Australia. The matches were due to take place in Canberra, Melbourne and Hobart in January 2021."
5,Many accounts engaged with China's tweet on Aus soldier fake: Report,"Israeli firm Cyabra claimed that 57.5% of 1,344 profiles it analysed, that engaged with China's foreign ministry spokesman Zhao Lijian's tweet on Australian soldier, were fake. It found ""evidence of a largely orchestrated disinformation campaign"" to amplify its message. An ASPI researcher also claimed she had noticed ""unusual behaviour"" by Twitter accounts retweeting or liking the post."
4,"Ben Stokes shares pics of 'Teams of the Decade' caps he received, trolls ICC","England all-rounder Ben Stokes took to Instagram to share pictures of caps he received for being named in the ICC ODI Team of the Decade and the ICC Test Team of the Decade. Trolling ICC, he captioned his post, ""Very proud of both these caps, one of them just doesn't seem right, it's a bit BAGGY and GREEN...thanks ICC."""
1,"Cezanne Khan reveals he has been in a relationship for 3 years, to marry this year","'Kasautii Zindagii Kay' actor Cezanne Khan has revealed that he has been in a relationship for the past three years and will get married this year. ""[My girlfriend] stumped a foodie like me with her biryani...I proposed to her and told her I like her and would want to eat the food she makes all my life,"" he said."
6,"Armenia, Azerbaijan meet mediators in Geneva to resolve conflict","The foreign ministers of Armenia and Azerbaijan met international mediators in Geneva on Friday to resolve the conflict in the Nagorno-Karabakh region. Three previous ceasefires, brokered by Russia and the US, have failed to halt the fighting that began on September 27. Armenian PM Nikol Pashinyan said he believed the principle of 'remedial secession' should be applied to Nagorno-Karabakh."
2,Cong mayor candidate loses by 1 vote to BJP opponent in Kerala local body polls,"Congress mayoral candidate N Venugopal lost to BJP candidate by one vote in Kochi Corporation North Island ward in Kerala's local body elections. ""There was problem with the voting machine. That may be reason for BJP's victory,"" Venugopal said. ""I haven't decided to go to court with the voting machine issue so far. Will check what happened exactly,"" he added."
4,"For someone playing his 2nd Test, Shubman looks assured: Laxman","Ex-India batsman VVS Laxman has praised Shubman Gill after the 21-year-old scored his maiden fifty in Test cricket on the second day of the Sydney Test. ""For someone playing only his 2nd Test match, Shubman looks very assured at the wicket. Good solid defence, positive stroke play and clarity of thought. Definitely has a very bright future,"" tweeted Laxman."
6,UK imposes sanctions on ex-Pak policeman for human rights violation,"The UK has imposed sanctions on a former senior police officer in Karachi, Anwar Ahmad Khan, and 9 other individuals from Russia, Venezuela and The Gambia for human rights violations. UK Foreign Secretary Dominic Raab said Khan was responsible for ""aggressive practices"" in which police killed over 400 people. The violators will be subjected to travel bans and asset freezes."
6,14 Indians return home after being released by rebels in Yemen,"Fourteen Indian seamen who were in the custody of Houthi rebels in Yemen since February returned home after being released, the Indian Embassy in Djibouti said in a statement. The seamen were stranded in Yemen after their ship sank in the Gulf of Aden, it added. The stranded Indians had lost their passports, other documents and belongings, it further said."
2,Reminded of Jallianwala tragedy: Chadha as farmers tear-gassed in Rewari,"AAP MLA and national spokesperson Raghav Chadha on Monday compared Haryana CM ML Khattar to British General Reginald Dyer. This came after Haryana Police fired tear gas canisters on a group of marching protesters in Rewari on Sunday. ""I was reminded of April 1919, when General Dyer ordered opening fire on innocent people who congregated at Jallianwala Bagh,"" said Chadha."
3,"Scientists make film that absorbs sweat's moisture, helps power devices","NUS scientists have developed a film that is ""extremely effective in evaporating sweat"" from the skin and then absorbing the moisture from sweat. The film can rapidly release water on exposure to sunlight and can be ""regenerated"" and reused for more than 100 times. Scientists also made a wearable energy harvesting device comprising eight ECs, using the film as electrolyte."
6,Netherlands govt resigns after families wrongly accused of child welfare fraud,Netherlands PM Mark Rutte's government resigned on Friday after thousands of families were wrongly accused of child welfare fraud and told to repay the money. The action by tax authorities forced several families into financial hardship. The government will remain in place in a caretaker capacity until parliamentary elections in March but tax minister Eric Wiebes quit with immediate effect.
0,Ford cancels plan to give control of India business to Mahindra & Mahindra,"US carmaker Ford on Thursday said it is calling off its automotive joint venture with Mahindra and Mahindra due to the challenges caused by the pandemic. Under the deal, Ford was expected to transfer its local operations, including two factories, into a joint venture that would be majority-controlled by Mahindra. Ford said its independent operations in India will continue."
5,Google wins EU approval for $2.1 billion Fitbit deal,Google on Thursday won the European Union's antitrust approval for its $2.1 billion bid for Fitbit after it agreed to certain restrictions. Google pledged to maintain access for rival fitness and health apps and devices for 10 years. It also agreed to store the Fitbit user data separately from the Google data and to not use it for Google Ads.
0,'Absolutely not' in talks to sell stake in Mitsubishi: Nissan COO,"Nissan Motor COO Ashwani Gupta has said Nissan is ""absolutely not"" in talks to sell its stake in Mitsubishi Motors. Earlier, a report had said that Nissan was considering selling its 34% stake in Mitsubishi Motors due to COVID-19 effects. At November 16th's closing price in Tokyo, Nissan's stake in Mitsubishi Motors was worth $975.8 million, Reuters reported."
6,1st known case of COVID-19 in non-captive wild mink found in US,"The first known case of COVID-19 in a non-captive wild mink has been confirmed, according to an alert issued by the US Department of Agriculture. The wild mink tested positive around an infected mink farm in Utah. The strain of the virus in the wild mink is ""indistinguishable"" from that in infected mink on farms around the state."
1,Ajay Devgn's 'Maidaan' release date pushed to October 15,"Ajay Devgn's upcoming film 'Maidaan', which was previously scheduled to release on August 13, 2021, will now release on October 15, he announced on social media. ""'Maidaan' now releases worldwide in theatres on Dussehra 2021. Shoot commences January 2021,"" Ajay tweeted. Reportedly, the film is a sports-drama, in which Ajay will play the role of football coach Syed Abdul Rahim."
4,David Warner very likely to play third Test against India: Aus coach Langer,"Coach Justin Langer on Tuesday said Australia opener David Warner is ""very likely"" to play against India in Sydney. ""Very hopeful that David will be ready for the third Test...we'll get some final eyes on him this (Tuesday) afternoon during training,"" Langer said. ""Warner's batting will be fine...some different movements he might need to make in the field,"" he added."
0,Who are the three directors in Tesla's new Indian subsidiary?,"Tesla has named Vaibhav Taneja, David Jon Feinstein and Venkatrangam Sreeram as directors in its newly-registered Indian subsidiary, Tesla India Motors and Energy. While Taneja is Tesla's Chief Accounting Officer, Feinstein is Senior Director, Global Trade & New Markets. Sreeram is a Bengaluru entrepreneur who has co-founded automotive tech companies Xenon Automotive and ClearQuote."
2,PM Modi inaugurates 450-km Kochi-Mangaluru natural gas pipeline,"Prime Minister Narendra Modi on Tuesday inaugurated a natural gas pipeline from Kerala's Kochi to Mangaluru in Karnataka's Dakshina Kannada district via video conference. PM Modi said, ""It is an honour to dedicate the 450-km pipeline to the nation. This is an important day for India, especially for people of Karnataka and Kerala."""
6,Brazil sends plane to India to import 20 lakh COVID-19 vaccine doses,"Brazil has sent a plane to India to import 20 lakh doses of Oxford-AstraZeneca coronavirus vaccine that is being manufactured by Serum Institute of India, Health Minister Eduardo Pazuello said. The plane will begin the return trip on Saturday, Pazuello added. Last week, Brazilian President Jair Bolsonaro had written to PM Narendra Modi to expedite the shipment of coronavirus vaccines."
1,"'Commando 3' actress Angira Dhar joins Big B, Ajay's 'Mayday'","Actress Angira Dhar, who starred in films like 'Commando 3' and 'Love Per Square Foot', has been roped in for an upcoming film, 'Mayday', which also stars Ajay Devgn, Amitabh Bachchan and Rakul Preet Singh. Angira will essay the role of a lawyer in the thriller-drama. ""[It's] going to be one hell of a ride,"" she said in a statement."
4,India end Day 1 of their first-ever Day-Night Test on Australian soil at 233/6,"After winning the toss and deciding to bat first, India ended the first day of their first-ever Day-Night Test on Australia soil at 233/6. Team India captain Virat Kohli top-scored on the day with 74 runs. He was run-out in the 77th over after a mix-up with Ajinkya Rahane. Mitchell Starc picked up two wickets for Australia."
4,You'll always remember what Team India achieved this summer: Gavaskar to Australians,"Former India captain Sunil Gavaskar has praised Team India's mental and physical strength shown in the four-match Test series against Australia. “The tour has tested India not just physically but mentally as well,"" he said. ""I know you [Australians] will always remember what these Indians have achieved this summer,"" he further said."
5,Delhi HC seeks Centre's reply on plea against surveillance systems,"The Delhi High Court has sought the central government's response on a petition that claims citizens' right to privacy was being endangered by its surveillance systems. The petition contends that Centre's CMS, NETRA and NATGRID projects allow law enforcement agencies to intercept and monitor all telecommunications in bulk. The plea has been filed by the Centre for Public Interest Litigation."
0,"Honda recalls 737,000 Accord, Insight cars in US over software flaw","Honda is recalling 737,000 Accord gas and hybrid cars from 2018 to 2020 and Insight hybrid cars from 2019 to 2020 after discovering a glitch in its software. The programming flaw in its control computer can cause the rear camera, turn signals and windshield wipers to malfunction. The move comes as part of a larger recall of 1.79-million cars worldwide."
2,"Bangladeshis settling in Bengal, natives being driven out: Nadda","BJP president JP Nadda, who is on a two-day tour of West Bengal, said on Thursday, ""People from Bangladesh are coming here and settling, while the natives of West Bengal are being driven out of the state by the TMC."" ""One of the most corrupt governments is being run here. It's a government of 'chaal chor' (rice thieves),"" Nadda added."
6,Hong Kong activist Tony Chung convicted of insulting China's flag,"Hong Kong activist Tony Chung has been convicted of insulting China's national flag and taking part in an unlawful assembly, offences that carry a maximum of three and five years respectively. Chung was found guilty of throwing the Chinese flag on the ground during a clash outside Hong Kong's legislature in May 2019. He'll be sentenced on December 29."
1,My car got hit by a big truck on New Year's Eve: Tessa Thompson,"During her latest appearance on the 'Jimmy Kimmel Live' show, Hollywood actress Tessa Thompson revealed that her car got hit by a truck on New Year's Eve. ""I got hit by a big monster truck on the highway...It [was] as 'monster' as a truck could be...but I'm safe, obviously, and...the driver was very lovely in the end,"" she said."
1,No uncle or aunty recommended me: Sidharth on his B'wood journey,"Actor Sidharth Malhotra, in an interview, spoke about his journey in the Hindi film industry and said, ""I had zero experience on camera and no uncle or aunty recommended me, so I could only learn from my mistakes."" He added, ""I did modelling for pocket money. I became...assistant director in my mid-20s. I feel it's just the beginning for me."""
4,You have left our house empty: Natasa on demise of Hardik's dad,"Hardik Pandya's partner, actress Natasa Stankovic, took to Instagram on Monday to mourn the demise of his father Himanshu Pandya, who passed away due to a heart attack on Saturday. Sharing a few pictures, she wrote, ""You've left so many beautiful memories but our house empty too."" She added, ""Fly high our angel...and thank you for everything, love you papa."""
4,Aus much better Test team than it was 2 yrs ago: Vaughan on India Tests,"Ex-England captain Michael Vaughan has said Australia are a much better Test team than it was two years ago when India won the series Down Under 2-1. ""India will have to see off trio of Mitchell Starc, Josh Hazlewood and Pat Cummins...If Australia win [first] Test...and India lose Virat Kohli for the next three, this could be 4-0,"" he stated."
6,"1,000 vehicles stuck in 16-km-long traffic jam after snow storm in Japan","More than 1,000 vehicles in Japan were stranded in a traffic jam that stretched up to 16 kilometres. The jam began after a car got stuck in deep snow in the middle of a highway, said NEXCO, Japan's highway operator. Self-Defense Force troops were delivering food, petrol and blankets, while fire service crews rescued some drivers, public broadcaster NHK said."
1,A silly day to remember in sadness: Walker's daughter on his death anniversary,"Hollywood actor Paul Walker's daughter Meadow Walker took to Instagram to share an old picture of herself with her late father on his seventh death anniversary. She wrote, ""A silly day to remember in sadness."" Meadow added, ""Today's a celebration of the love and happiness you brought to the world. Here's a photo of my best bud & I napping."""
5,Will look into inaction against Bajrang Dal if referred: FB Oversight Board,"Facebook's Oversight Board will investigate why the platform took no action against the right-wing nationalist group Bajrang Dal if the matter is referred to the panel, the board's Indian representative Sudhir Krishnaswamy told ET. The WSJ earlier reported that Facebook did not ban Bajrang Dal after its security team warned that the move could endanger Facebook's business and its employees."
1,Wajid Khan's wife reveals she was harassed by his family to convert to Islam,"Late music composer Wajid Khan's wife Kamalrukh Khan has alleged she was harassed by Wajid's family to convert to Islam. ""My dignity...didn't permit me to bend backwards for him and his family, by converting to Islam,"" she wrote. ""The result-being outcast from my husband's family, scare tactics to make me convert included taking me to court seeking divorce,"" added Kamalrukh."
5,Telegram's People Nearby can reveal users' exact location: Report,A cybersecurity blog Ahmed's Notes pointed out that Telegram’s People Nearby feature can be exploited to know the exact location of users. The feature lets users send messages to other Telegram users nearby. The blog revealed that one can spoof their location for three points and use them to draw three triangulation circles to know the exact location of users.
2,35.8% voter turnout recorded till 5 pm in GHMC polls: T'gana EC,The Telangana State Election Commission has said that 35.8% of over 74 lakh voters voted till 5 pm in the Greater Hyderabad Municipal Corporation (GHMC) polls on Tuesday. The commission further said that the voter turnout was expected to touch 40%. The COVID-19 positive electors had been asked to cast their votes between 5 pm and 6 pm.
1,"Singer Jazzy B arrives at Singhu border, extends support to farmers","Indian-Canadian singer Jazzy B on Tuesday reached Singhu border to extend his support to farmers who are protesting against the farm laws. ""These farmers' dharnas are having an impact abroad as well,"" Jazzy B said. He added that the protesting farmers, especially the youth, should not do anything wrong that ""would bring disrepute to the peasant movement""."
1,I like women's bodies but not their brains: Filmmaker Ram Gopal Varma,"On being asked about his statement to actress Suchitra Krishnamoorthi when he had said 'I like women's bodies but not their brains', filmmaker Ram Gopal Varma commented that he still maintains his stance. ""Brain does not have a gender...sexual aspect is very...specific,"" he added. ""A woman has an extra thing which is her sensuality...which I admire,"" Varma further said."
5,Robots created in-house deployed by Central Railway to combat COVID-19,"Central Railway is using robots and robotic devices designed and created in-house for the thermal screening of passengers, helping the frontline staff in dealing with passengers and treating coronavirus cases. The robots are called Febri Eye and Captain Arjun. A mobile app called CheckIn Master with OCR and QR code scanning facility was also launched to help ticket checking personnel."
4,Keeping Smith out from captaincy due to sandpaper incident not understandable: Vaughan,"Former England captain Michael Vaughan has said that keeping Steve Smith out of the Australia captaincy role due to the sandpaper scandal is not understandable. ""Australia are overthinking it...they are looking at what happened a few years ago...everyone has moved on from the ball-tampering incident...If there is an opportunity in ODIs or Tests, then Smith [should captain] Australia,"" he added."
3,10 costliest disasters of 2020 caused $150B worth of damages: Report,"The ten costliest weather disasters this year worldwide caused insured damages worth over $150 billion, NGO Christian Aid reported. They claimed at least 3,500 lives and displaced more than 13.5 million people. Five of the most costly extreme weather events were related to Asia's unusually rainy monsoon. Only 4% of economic losses from climate-impacted events in low-income countries were insured."
2,Chandrababu Naidu burns Andhra govt orders on farmers in Bhogi bonfire,"TDP President N Chandrababu Naidu on Wednesday burnt Andhra Pradesh government orders in Bhogi bonfire. The orders were related to fixing meters to pump set motors, zero-interest loans scheme and selection of farmers on basis of caste for welfare schemes, the ANI reported. Bhogi is part of the Pongal festival in which useless household articles are put in the bonfire."
5,"Airbnb bans hate group members, US Capitol siege attendees from platform","Airbnb announced that it is banning members who have been cited by the media or law enforcement as Capitol siege attendees. It added that guests associated with hate groups or those who partake in ""violent criminal activity"" will also be banned. The platform will also refer to the arrest logs of the DC Metro Police from the Capitol violence day."
0,Tesla to raise $5 billion as market cap crosses $600 billion,"Elon Musk-led Tesla on Tuesday announced that it will be raising $5 billion, marking its second capital raise in the last three months. The additional shares will be sold ""from time to time"" and ""at-the-market"" prices. Its shares are up nearly 670% this year with its market capitalisation crossing $600 billion. Tesla will join S&P 500 index later this month."
4,Shane Warne picks his Australia XI for the pink ball Test vs India,"Ex-Australia leg-spinner Shane Warne has picked his country's playing XI for the first Test match against India. Warne picked Matthew Wade and Marcus Harris as openers with Marnus Labuschagne, Steve Smith and Travis Head at number three, four and five respectively. Warne included Cameron Green and picked Mitchell Starc, Pat Cummins, Josh Hazlewood, and Nathan Lyon as the bowling unit."
3,Chinese spacecraft brings 1st lunar samples in over 40 years,"China's Chang'e-5 probe successfully landed in the northern Chinese region, bringing back the first lunar rocks and soil retrieved by any country in over 40 years. China is now the third country to have retrieved lunar samples. It will be sharing a portion of the lunar soil with other nations and organisations based on international cooperation conventions."
0,Indians seek value for money even in luxury products: Mercedes-Benz India CEO,"Mercedes-Benz India CEO Martin Schwenk said Indians ""look for value for money and that's even in a high-end product."" He also remarked that usage in India is also different compared to other markets as many consumers here prefer the car to be chauffeur-driven. He said balancing between making car equally chauffeur and owner-friendly makes India ""a slightly more difficult market""."
6,India asks UN members to condemn attacks on all religions,"India on Wednesday called out UN member states for selective condemnation of attacks on Abrahamic religions, leaving religions like Hinduism, Buddhism and Sikhism. ""As long as such selectivity exists, the world can never truly foster a culture of peace,"" Indian diplomat Ashish Sharma said at UNGA. He called on the UN Alliance of Civilizations to speak for all."
6,US friends buying groceries offered COVID-19 vaccines as they were set to expire,"Two friends in the US who were buying groceries at a supermarket received Moderna's COVID-19 vaccine. A pharmacist approached them to ask if they were interested in getting the vaccine and told them that many first responders missed their vaccine appointments. As the vaccines couldn't be kept at room temperature beyond a few hours, they would have to be discarded."
6,"2 people suffer side effects of Pfizer COVID-19 vaccine in UK, warning issued","UK regulators have issued a warning that people who have a history of significant allergic reactions should not currently receive the Pfizer/BioNTech COVID-19 vaccine. This comes after two NHS staff members who had the jab on Tuesday showed allergic reactions to the vaccine. The UK began vaccinating care home and hospital patients and NHS staff, among others from Tuesday."
0,Tesla teams to visit Indonesia to discuss investment in EV components,"Tesla will send delegations to Indonesia next month to discuss potential investment in a supply chain for its electric vehicles. Government officials and Tesla CEO Elon Musk have discussed investment opportunities in Indonesia over a call. Indonesia earlier pointed out it has the ""biggest"" nickel reserves. Musk plans to offer a ""giant contract for a long period of time""."
6,Trump says it's 'terrific' 15% Americans got COVID-19 as 'it's powerful vaccine',"US President Donald Trump said it's ""terrific"" that nearly 15% of Americans contracted coronavirus since the outbreak began in the US, describing infections as a ""very powerful vaccine in itself"" while apparently referring to herd immunity. The US President further told reporters at a White House coronavirus vaccine event on Tuesday that ""the vaccine was our goal""."
3,Netherlands kills 1.9L chickens over 'highly-contagious bird flu strain',"Dutch authorities have culled around 1.9 lakh chickens after a bird flu outbreak on at least two poultry farms. In both the cases ""a highly-contagious strain of the H5 variant"" was suspected, the agriculture ministry said. There were no other poultry farms within a one-kilometre radius of the outbreaks."
6,Trump helped Mexico get COVID-19 vaccine: President Obrador,"Mexico's President Andrés Manuel López Obrador has said that US President Donald Trump and Vice President Mike Pence helped the country get COVID-19 vaccine. Mexico, on Wednesday, signed a deal with American drugmaker Pfizer to acquire 34.4 million doses of its COVID-19 vaccine. Obrador said that Mexico will distribute the vaccine only after US regulators approve it."
4,"KL Rahul jokes around with Finch after he gets hit on stomach, video viral","Team India wicketkeeper-batsman KL Rahul joked around with Australia captain Aaron Finch after the latter was hit on the stomach by a full-toss delivery by fast bowler Navdeep Saini. In a video that has gone viral, Rahul can be seen checking on Finch by touching his stomach. ""This series is too friendly,"" a commentator was heard saying."
5,Indian tech firms received $38B during COVID-19: Amitabh Kant,"NITI Aayog CEO Amitabh Kant said that Indian tech companies have witnessed over $38 billion investment in the last five to six months while the world was reeling under the impact of COVID-19. While speaking at the TiE Global Summit, he added that India is currently home to 34 unicorn startups and 52 soonicorns (soon to be unicorns)."
3,4 volunteers who got Pfizer vaccine developed temporary facial paralysis: US FDA,"Four trial participants who received the Pfizer and BioNTech's coronavirus vaccine developed Bell's palsy, a form of temporary facial paralysis, according to the US' Food and Drug Administration (FDA). No members of the placebo group experienced similar adverse effects. There were no ""meaningful imbalances"" in serious health complications between the two groups, the FDA said in a report."
6,US is bullying: China after Trump bans eight Chinese apps,"China on Wednesday accused the US of ""bullying"" after US President Donald Trump signed an executive order banning transactions with eight Chinese apps, including Alipay and WeChat Pay. China said that the US is abusing its national power and was unreasonably suppressing foreign companies. China added that it would take necessary steps to safeguard the legitimate rights of its companies."
2,Can't even call him a misled youth: MP Home Min on Akhilesh's vaccine remark,"After Samajwadi Party chief Akhilesh Yadav's remark on COVID-19 vaccine, Madhya Pradesh Home Minister Narottam Mishra said he can't even be called a misled youth. ""When he never listened to his uncle or father, why would he listen to the country? This is a policy of appeasement,"" Mishra added. ""The inoculation programme under BJP regime can't be trusted,"" Yadav said."
4,"F1 car bursts into flames during practice session, driver helps put out fire himself","Alfa Romeo driver Kimi Raikkonen's car burst into flames during the second practice session in Abu Dhabi on Friday. As Kimi parked up, his engineer was heard saying, ""You've a big fire, get the hell out of there quick."" Later, he was seen instructing marshals where to spray to put out the fire before taking hold of an extinguisher himself."
6,China's Sinopharm says its COVID-19 vaccine has 79% efficacy,"China's Sinopharm has said that its vaccine was found to be 79.34% effective at protecting people against COVID-19 in the Phase 3 trials. The company added that it has sought regulatory approval for general public use in China. Earlier this month, UAE approved Sinopharm's vaccine and said it was 86% effective, based on interim analysis of Phase 3 clinical trials."
1,Feels great: Vidya on short film 'Natkhat' reaching Oscar 2021 race,"Speaking about her short film 'Natkhat' entering the race for the Academy Awards 2021's Best Short Film (Live Action) category, actress Vidya Balan said, ""It feels great to have our film qualify for the Oscars."" The actress who starred in the film and co-produced it, said, ""This film is incredibly close to me."""
6,"Snowstorm causes 134-car pile-up in Japan, 1 dead","A snowstorm has caused a 134-car pile-up on a highway in Japan's Miyagi prefecture, leaving one dead and injuring 17 others. Some 200 people were caught up in the crashes and rescuers are currently at the scene, officials said. The Japan Meteorological Agency registered a maximum wind speed of around 100 kilometres per hour at the time of the incident."
2,Won't be surprised if Tejashwi becomes Bihar CM: Shiv Sena MP Raut,"Shiv Sena leader Sanjay Raut on Saturday said that he won't be surprised if Tejashwi Yadav goes on to become the Chief Minister of Bihar after the assembly elections. Raut said, ""A young man without any support, whose family members are in jail and CBI and IT Department is behind him, is challenging everyone in a state like Bihar."""
5,Instagram 'Live Rooms' to let 4 users stream simultaneously in India,"Instagram on Tuesday said it has rolled out its 'Live Rooms' feature in India, which enables users to go live with up to three additional people. Earlier, users could go live with only one additional person. India is one of the first countries to roll it out broadly and the feature will be available to everyone soon, Instagram said."
3,'Magic' mushrooms grow in US man's blood after he injects it in form of tea,"A 30-year-old US man was hospitalised with organ failure after he injected himself with a tea made from psychedelic mushrooms, which later started growing in his veins. A case report said his liver was damaged and his kidneys weren't functioning properly. Doctors said he had tried to use the so-called ""magic"" mushrooms as an alternative treatment for his bipolar disorder."
0,Workers of Toyota unit near B'luru to continue strike over workload,"Factory workers at Toyota Kirloskar Private Limited's Bidadi unit, located near Bengaluru, announced that they will continue their ongoing strike over increased workload, among other concerns. They said that they don't get time to drink water or use the washroom. The unit has been in a lockout since November 10, after 41 workers were suspended for allegedly questioning the management."
6,Trump leaves office with lowest approval rating of his presidency at 34%,"US President Donald Trump's approval rating dropped to 34%, the lowest rating of his presidency, according to a Gallup poll. The survey showed that Trump's rating had fallen 12 percentage points since before the November 3 presidential election. Trump's average approval rating across his term is 41%, four points lower than any of his predecessors since Gallup began gathering data."
2,Not a protest site: Javadekar after Rahul walks out of Standing Committee,"Union Minister and BJP leader Prakash Javadekar said that Congress' Rahul Gandhi attended two of the 14 meetings of Parliamentary Standing Committee on Defence in one and a half years. ""He's himself absent and then blames govt...Standing Committee isn't a protest site,"" Javadekar added. This comes after Gandhi and Congress members walked out of Defence Parliamentary Panel meeting."
5,"Facebook says some users facing issues with Messenger, Instagram","Facebook said on Thursday some users were facing issues while sending messages on Messenger, Instagram and its office collaboration service Workplace. ""We're working to get things back to normal as quickly as possible,"" a Facebook spokesperson said. According to Downdetector, more than 1,800 people reported issues with Messenger, whereas 350 people reported issues with Instagram."
